"Date"	"Prec[mm]"	"MeanTemp[degC]"	"MinTemp[degC]"	"MaxTemp[degC]"	"AmbientCO2[ppmv]"	"Radiation[Wm-2]"
"2015-12-27"	0.05	26.3	17	34.5	400	356.5
"2015-12-28"	0.09	30.4	21.8	38.7	400	345.6
"2015-12-29"	0	30.5	19.9	40.4	400	316.1
"2015-12-30"	0	20.6	15.7	27.3	400	274.9
"2015-12-31"	0	19.3	14.6	26.4	400	332.3
"2016-01-01"	13.8	21.15	16.8	25.5	400	189.8148148
"2016-01-02"	0.2	21.85	15.5	28.2	400	358.7962963
"2016-01-03"	0	21.25	14.4	28.1	400	378.4722222
"2016-01-04"	0.2	20.3	14.6	26	400	196.7592593
"2016-01-05"	0	25.6	18.4	32.8	400	335.6481481
"2016-01-06"	0	22.1	18.7	25.5	400	288.1944444
"2016-01-07"	0	19	12	26	400	363.4259259
"2016-01-08"	0	17.55	9.7	25.4	400	386.5740741
"2016-01-09"	0	20.7	12.6	28.8	400	384.2592593
"2016-01-10"	0	22.15	13.6	30.7	400	384.2592593
"2016-01-11"	0	23.4	14.6	32.2	400	347.2222222
"2016-01-12"	0	25.7	18.4	33	400	379.6296296
"2016-01-13"	0	26.1	19	33.2	400	356.4814815
"2016-01-14"	0	26.05	22.5	29.6	400	232.6388889
"2016-01-15"	0	27.95	21.1	34.8	400	315.9722222
"2016-01-16"	0	23.1	18.2	28	400	353.0092593
"2016-01-17"	0	20.5	11.8	29.2	400	383.1018519
"2016-01-18"	0	24.95	15	34.9	400	347.2222222
"2016-01-19"	0	27.8	20	35.6	400	325.2314815
"2016-01-20"	10.4	28.25	21.1	35.4	400	214.1203704
"2016-01-21"	0	30.25	21.8	38.7	400	322.9166667
"2016-01-22"	0	29	20.3	37.7	400	353.0092593
"2016-01-23"	0	26	18.6	33.4	400	333.3333333
"2016-01-24"	0	26.4	17.4	35.4	400	341.4351852
"2016-01-25"	0	28.65	20	37.3	400	362.2685185
"2016-01-26"	0	29.45	20.2	38.7	400	359.9537037
"2016-01-27"	0	31.3	24.1	38.5	400	337.962963
"2016-01-28"	0	31.95	24.4	39.5	400	252.3148148
"2016-01-29"	0	23.45	18.9	28	400	348.3796296
"2016-01-30"	0	20.85	14	27.7	400	371.5277778
"2016-01-31"	0	22.7	13.8	31.6	400	358.7962963
"2016-02-01"	0	28.05	17.3	38.8	400	293.9814815
"2016-02-02"	2	26.95	21.7	32.2	400	142.3611111
"2016-02-03"	18	19.45	18.8	20.1	400	70.60185185
"2016-02-04"	1.8	18.5	13.9	23.1	400	295.1388889
"2016-02-05"	0	16.6	8.8	24.4	400	362.2685185
"2016-02-06"	0	19.3	11.9	26.7	400	344.9074074
"2016-02-07"	0	22.7	14.4	31	400	353.0092593
"2016-02-08"	0	23.6	15.1	32.1	400	346.0648148
"2016-02-09"	0	24.5	15.4	33.6	400	318.287037
"2016-02-10"	0	26.5	18.6	34.4	400	284.7222222
"2016-02-11"	0	25.6	18.4	32.8	400	337.962963
"2016-02-12"	0	22.5	18	27	400	105.3240741
"2016-02-13"	0	23.75	17.3	30.2	400	263.8888889
"2016-02-14"	0	24.95	15.8	34.1	400	326.3888889
"2016-02-15"	0	27.1	17.6	36.6	400	292.8240741
"2016-02-16"	0	26	17.2	34.8	400	298.6111111
"2016-02-17"	0	25.5	17.6	33.4	400	304.3981481
"2016-02-18"	0	24.2	19.2	29.2	400	248.8425926
"2016-02-19"	0	23.5	16.2	30.8	400	321.7592593
"2016-02-20"	0	24.65	15.6	33.7	400	299.7685185
"2016-02-21"	0	27.9	18.6	37.2	400	304.3981481
"2016-02-22"	0	30.5	20.7	40.3	400	280.0925926
"2016-02-23"	0	29.35	22.4	36.3	400	289.3518519
"2016-02-24"	0	27.45	18.6	36.3	400	309.0277778
"2016-02-25"	0	20.25	13.7	26.8	400	305.5555556
"2016-02-26"	0	17.6	9.6	25.6	400	302.0833333
"2016-02-27"	0	19.35	11	27.7	400	307.8703704
"2016-02-28"	0	16.95	14.6	19.3	400	72.91666667
"2016-02-29"	8.6	19.6	14.3	24.9	400	283.5648148
"2016-03-01"	0	19.3	12.8	25.8	400	348.3796296
"2016-03-02"	0	19.85	12.7	27	400	340.2777778
"2016-03-03"	0	21.9	14.5	29.3	400	329.8611111
"2016-03-04"	0	24.65	15.4	33.9	400	326.3888889
"2016-03-05"	0	26.95	17.5	36.4	400	321.7592593
"2016-03-06"	0	27.1	18.6	35.6	400	320.6018519
"2016-03-07"	0	24.85	15.4	34.3	400	307.8703704
"2016-03-08"	0	22.45	14.6	30.3	400	303.2407407
"2016-03-09"	0	24.75	14.2	35.3	400	303.2407407
"2016-03-10"	0	29.35	19.2	39.5	400	303.2407407
"2016-03-11"	0	27.8	16.6	39	400	296.2962963
"2016-03-12"	0	28.35	16.6	40.1	400	275.462963
"2016-03-13"	0	22.65	18.6	26.7	400	246.5277778
"2016-03-14"	0	19.45	12.9	26	400	285.8796296
"2016-03-15"	0	18.45	11.6	25.3	400	288.1944444
"2016-03-16"	0	19.35	11.7	27	400	290.5092593
"2016-03-17"	0	21.1	11.7	30.5	400	288.1944444
"2016-03-18"	0	24.1	16.8	31.4	400	241.8981481
"2016-03-19"	0	23.65	16	31.3	400	251.1574074
"2016-03-20"	0	17.15	10.6	23.7	400	208.3333333
"2016-03-21"	0	17.35	11.6	23.1	400	212.962963
"2016-03-22"	0	18.55	13.4	23.7	400	206.0185185
"2016-03-23"	0	19.25	14.3	24.2	400	239.5833333
"2016-03-24"	0	18.9	12.1	25.7	400	159.7222222
"2016-03-25"	6	21.05	15.5	26.6	400	125
"2016-03-26"	0	22	14.9	29.1	400	237.2685185
"2016-03-27"	0	21.75	14.4	29.1	400	243.0555556
"2016-03-28"	0	21.5	15.6	27.4	400	210.6481481
"2016-03-29"	0	24.4	14.9	33.9	400	188.6574074
"2016-03-30"	0	17.3	12.4	22.2	400	236.1111111
"2016-03-31"	0	18.2	12.4	24	400	211.8055556
"2016-04-01"	0	17.65	10.3	25	400	173.6111111
"2016-04-02"	0	19.25	14.6	23.9	400	100.6944444
"2016-04-03"	0.8	21.9	17.2	26.6	400	187.5
"2016-04-04"	0	20.2	13.8	26.6	400	200.2314815
"2016-04-05"	2.8	18.05	14.3	21.8	400	188.6574074
"2016-04-06"	0	13.5	6.8	20.2	400	232.6388889
"2016-04-07"	0	18.2	8.8	27.6	400	211.8055556
"2016-04-08"	0	21.8	14	29.6	400	212.962963
"2016-04-09"	0	20.95	11.7	30.2	400	218.75
"2016-04-10"	0	24	15	33	400	217.5925926
"2016-04-11"	0	24.5	16.4	32.6	400	216.4351852
"2016-04-12"	0	22.9	13.4	32.4	400	188.6574074
"2016-04-13"	0	20.6	13.7	27.5	400	206.0185185
"2016-04-14"	0	17.9	10.4	25.4	400	197.9166667
"2016-04-15"	0	19.9	12	27.8	400	209.4907407
"2016-04-16"	0	20.5	12.7	28.3	400	199.0740741
"2016-04-17"	0	18.6	10.6	26.6	400	201.3888889
"2016-04-18"	0	17.35	11.4	23.3	400	115.7407407
"2016-04-19"	0	15.4	10.4	20.4	400	135.4166667
"2016-04-20"	0	15.2	9.2	21.2	400	156.25
"2016-04-21"	0	13.4	5	21.8	400	150.462963
"2016-04-22"	0	14.35	7.8	20.9	400	184.0277778
"2016-04-23"	0	12.45	5.7	19.2	400	189.8148148
"2016-04-24"	0	16	9.6	22.4	400	165.5092593
"2016-04-25"	0	19.95	13.4	26.5	400	153.9351852
"2016-04-26"	0	19.4	10.4	28.4	400	178.2407407
"2016-04-27"	0	20.75	16	25.5	400	72.91666667
"2016-04-28"	0	22.2	18.4	26	400	37.03703704
"2016-04-29"	1.2	20.95	18.4	23.5	400	112.2685185
"2016-04-30"	1.4	18.3	15	21.6	400	120.3703704
"2016-05-01"	0	15.75	11.6	19.9	400	122.6851852
"2016-05-02"	0	17.25	10.2	24.3	400	188.6574074
"2016-05-03"	0	18.95	10.2	27.7	400	173.6111111
"2016-05-04"	4.8	17.6	16.7	18.5	400	35.87962963
"2016-05-05"	22.6	18.9	15.9	21.9	400	104.1666667
"2016-05-06"	0	15.4	12.8	18	400	120.3703704
"2016-05-07"	0.2	13.75	8.3	19.2	400	109.9537037
"2016-05-08"	4.8	15.1	12	18.2	400	112.2685185
"2016-05-09"	0.4	12.9	7.2	18.6	400	143.5185185
"2016-05-10"	0.2	14.7	10	19.4	400	125
"2016-05-11"	0	14.7	8.2	21.2	400	144.6759259
"2016-05-12"	0	17.85	11.5	24.2	400	159.7222222
"2016-05-13"	0	18.65	13.3	24	400	149.3055556
"2016-05-14"	0.8	15.9	7.8	24	400	140.0462963
"2016-05-15"	0	12.8	6.6	19	400	106.4814815
"2016-05-16"	0.4	12.95	5.9	20	400	146.9907407
"2016-05-17"	0	12.9	5.6	20.2	400	133.1018519
"2016-05-18"	0	15.15	9	21.3	400	138.8888889
"2016-05-19"	0	15.3	8	22.6	400	148.1481481
"2016-05-20"	0	15.15	6.2	24.1	400	141.2037037
"2016-05-21"	0	15.1	7	23.2	400	144.6759259
"2016-05-22"	0	12.45	7.2	17.7	400	113.4259259
"2016-05-23"	0	11	4.3	17.7	400	142.3611111
"2016-05-24"	0	11.45	4.3	18.6	400	140.0462963
"2016-05-25"	0	10.4	0.4	20.4	400	133.1018519
"2016-05-26"	0	12.35	3.1	21.6	400	130.787037
"2016-05-27"	0	14.15	6.4	21.9	400	130.787037
"2016-05-28"	0	14.8	9.6	20	400	135.4166667
"2016-05-29"	0	13.5	6	21	400	134.2592593
"2016-05-30"	0	14.65	6.6	22.7	400	128.4722222
"2016-05-31"	0	15.4	7.6	23.2	400	104.1666667
"2016-06-01"	1.4	14.05	9.6	18.5	400	78.7037037
"2016-06-02"	0.2	15.25	9.5	21	400	120.3703704
"2016-06-03"	0	16.2	10.2	22.2	400	131.9444444
"2016-06-04"	0	16.45	11.1	21.8	400	125
"2016-06-05"	0	16.45	11.9	21	400	126.1574074
"2016-06-06"	0	13.8	11.8	15.8	400	57.87037037
"2016-06-07"	12.2	13.6	10.9	16.3	400	75.23148148
"2016-06-08"	15.4	15	10.6	19.4	400	108.7962963
"2016-06-09"	0.6	12.5	7.2	17.8	400	96.06481481
"2016-06-10"	2	14.75	11.4	18.1	400	43.98148148
"2016-06-11"	6.8	15.1	13.2	17	400	79.86111111
"2016-06-12"	3	12.25	8.2	16.3	400	101.8518519
"2016-06-13"	11	11.25	9.2	13.3	400	126.1574074
"2016-06-14"	0	9.25	3.9	14.6	400	97.22222222
"2016-06-15"	2.2	11.25	5.6	16.9	400	106.4814815
"2016-06-16"	0.2	11.6	6.5	16.7	400	90.27777778
"2016-06-17"	0	14.25	10	18.5	400	104.1666667
"2016-06-18"	0	13.2	6.4	20	400	127.3148148
"2016-06-19"	2	12.8	8.6	17	400	57.87037037
"2016-06-20"	8.4	8.4	3.4	13.4	400	101.8518519
"2016-06-21"	3	7.95	2.3	13.6	400	122.6851852
"2016-06-22"	0	8	2	14	400	107.6388889
"2016-06-23"	0	8.25	1.6	14.9	400	114.5833333
"2016-06-24"	0	10.55	5.5	15.6	400	104.1666667
"2016-06-25"	0	10.25	8.2	12.3	400	54.39814815
"2016-06-26"	0	12.85	8.4	17.3	400	90.27777778
"2016-06-27"	1.4	14.25	10.7	17.8	400	106.4814815
"2016-06-28"	0	11.45	6.7	16.2	400	109.9537037
"2016-06-29"	0	9.65	2.8	16.5	400	119.212963
"2016-06-30"	0	10.2	3.4	17	400	127.3148148
"2016-07-01"	0	10.7	3.6	17.8	400	130.787037
"2016-07-02"	0	10.75	3.4	18.1	400	130.787037
"2016-07-03"	0	10.9	2.9	18.9	400	131.9444444
"2016-07-04"	0	10.5	2.1	18.9	400	130.787037
"2016-07-05"	0	11.7	3.4	20	400	125
"2016-07-06"	0	10.15	0.8	19.5	400	112.2685185
"2016-07-07"	0.2	11.25	5.5	17	400	87.96296296
"2016-07-08"	0.8	10	6.4	13.6	400	107.6388889
"2016-07-09"	0	6.35	-0.2	12.9	400	115.7407407
"2016-07-10"	2	8.75	5.4	12.1	400	57.87037037
"2016-07-11"	1.8	9.7	6.1	13.3	400	78.7037037
"2016-07-12"	0	7.15	1.2	13.1	400	104.1666667
"2016-07-13"	0.4	11.25	6.7	15.8	400	118.0555556
"2016-07-14"	0.2	9.95	3	16.9	400	114.5833333
"2016-07-15"	0	11.8	6.7	16.9	400	87.96296296
"2016-07-16"	1	11.05	7.1	15	400	71.75925926
"2016-07-17"	1.2	7.8	1.6	14	400	120.3703704
"2016-07-18"	0	7.05	-0.1	14.2	400	142.3611111
"2016-07-19"	0	7.1	-1	15.2	400	143.5185185
"2016-07-20"	0	9.55	0.2	18.9	400	144.6759259
"2016-07-21"	0	10.85	1.4	20.3	400	145.8333333
"2016-07-22"	0	13.55	9.9	17.2	400	62.5
"2016-07-23"	0	12.1	5	19.2	400	122.6851852
"2016-07-24"	2.8	7.15	2	12.3	400	142.3611111
"2016-07-25"	0	6.85	-1	14.7	400	118.0555556
"2016-07-26"	0	9.15	2.3	16	400	144.6759259
"2016-07-27"	0	8.65	0.6	16.7	400	153.9351852
"2016-07-28"	0	10.45	3.4	17.5	400	155.0925926
"2016-07-29"	0	12.15	6.6	17.7	400	146.9907407
"2016-07-30"	0	13.7	7.4	20	400	149.3055556
"2016-07-31"	0.2	12.25	8.8	15.7	400	72.91666667
"2016-08-01"	3.6	9	3.2	14.8	400	133.1018519
"2016-08-02"	1	8.8	1	16.6	400	146.9907407
"2016-08-03"	1	11.3	5.6	17	400	144.6759259
"2016-08-04"	2.2	12.75	7	18.5	400	134.2592593
"2016-08-05"	0	9.4	2.4	16.4	400	99.53703704
"2016-08-06"	0	13.6	7.1	20.1	400	115.7407407
"2016-08-07"	10.2	11.55	8.4	14.7	400	121.5277778
"2016-08-08"	0.8	8.5	1	16	400	166.6666667
"2016-08-09"	0	9.2	0.6	17.8	400	173.6111111
"2016-08-10"	0	12.25	2.5	22	400	175.9259259
"2016-08-11"	0	14.5	6	23	400	163.1944444
"2016-08-12"	0	14.35	11.5	17.2	400	34.72222222
"2016-08-13"	11	8.95	4.1	13.8	400	177.0833333
"2016-08-14"	0	10.15	3.7	16.6	400	120.3703704
"2016-08-15"	0.2	10.25	4.4	16.1	400	157.4074074
"2016-08-16"	0	8.9	2.2	15.6	400	179.3981481
"2016-08-17"	0	10.8	6.7	14.9	400	89.12037037
"2016-08-18"	0	11.1	2	20.2	400	193.287037
"2016-08-19"	0	11.55	2.9	20.2	400	151.6203704
"2016-08-20"	0	13.45	9.8	17.1	400	96.06481481
"2016-08-21"	0.8	14.8	10.6	19	400	129.6296296
"2016-08-22"	1.6	11	7.6	14.4	400	175.9259259
"2016-08-23"	0	8.5	0.6	16.4	400	146.9907407
"2016-08-24"	0	11.65	5.9	17.4	400	135.4166667
"2016-08-25"	0	13.2	5.2	21.2	400	210.6481481
"2016-08-26"	0	12.45	3.3	21.6	400	212.962963
"2016-08-27"	0	12.45	7.1	17.8	400	151.6203704
"2016-08-28"	1.4	12.75	7.6	17.9	400	166.6666667
"2016-08-29"	1.6	13.1	7.8	18.4	400	179.3981481
"2016-08-30"	0	11.9	2.6	21.2	400	221.0648148
"2016-08-31"	0	14	5.3	22.7	400	144.6759259
"2016-09-01"	3	12.1	5	19.2	400	172.4537037
"2016-09-02"	0	12.1	4.4	19.8	400	189.8148148
"2016-09-03"	0.2	13.1	6.2	20	400	100.6944444
"2016-09-04"	18.2	7.65	4.6	10.7	400	77.5462963
"2016-09-05"	9.2	11.35	3.5	19.2	400	106.4814815
"2016-09-06"	2	9.2	3.2	15.2	400	173.6111111
"2016-09-07"	0	10.05	3.9	16.2	400	144.6759259
"2016-09-08"	0	15.65	8.2	23.1	400	224.537037
"2016-09-09"	0	16.5	6.6	26.4	400	204.8611111
"2016-09-10"	0	17.3	11.4	23.2	400	192.1296296
"2016-09-11"	0.4	17.3	11.4	23.2	400	165.5092593
"2016-09-12"	0	13.75	4.3	23.2	400	211.8055556
"2016-09-13"	0	10.75	2.2	19.3	400	237.2685185
"2016-09-14"	0	14.95	7	22.9	400	239.5833333
"2016-09-15"	0	14.8	5	24.6	400	243.0555556
"2016-09-16"	0	17.1	8.4	25.8	400	245.3703704
"2016-09-17"	0	19.95	12.7	27.2	400	248.8425926
"2016-09-18"	1.4	16.3	12.8	19.8	400	156.25
"2016-09-19"	0	14.3	8.4	20.2	400	188.6574074
"2016-09-20"	0	14.2	7.8	20.6	400	223.3796296
"2016-09-21"	0.6	14.5	7.8	21.2	400	163.1944444
"2016-09-22"	6.8	10.4	4.9	15.9	400	210.6481481
"2016-09-23"	0	10.4	2.6	18.2	400	265.0462963
"2016-09-24"	0	13.45	3.7	23.2	400	256.9444444
"2016-09-25"	3.4	13.65	8.3	19	400	151.6203704
"2016-09-26"	4	12.7	8.8	16.6	400	185.1851852
"2016-09-27"	8.8	9.6	6.6	12.6	400	247.6851852
"2016-09-28"	4	8.15	1.4	14.9	400	218.75
"2016-09-29"	0	10.55	1.6	19.5	400	267.3611111
"2016-09-30"	0	16.7	6.9	26.5	400	284.7222222
"2016-10-01"	0	19.45	6.9	32	400	276.6203704
"2016-10-02"	0	19.45	6.9	32	400	145.8333333
"2016-10-03"	0	15.6	11.8	19.4	400	157.4074074
"2016-10-04"	0	11.45	5	17.9	400	172.4537037
"2016-10-05"	0	13.1	5.6	20.6	400	288.1944444
"2016-10-06"	0	18.45	8.1	28.8	400	290.5092593
"2016-10-07"	0	16.7	9.5	23.9	400	206.0185185
"2016-10-08"	1.4	14.45	6.7	22.2	400	287.037037
"2016-10-09"	0	17	10.8	23.2	400	245.3703704
"2016-10-10"	0	16.45	8.6	24.3	400	300.9259259
"2016-10-11"	0	20.05	12.4	27.7	400	295.1388889
"2016-10-12"	0	22.85	17.7	28	400	304.3981481
"2016-10-13"	0	19.9	15.2	24.6	400	173.6111111
"2016-10-14"	1.2	15.55	10.1	21	400	229.1666667
"2016-10-15"	0.6	15.45	9.9	21	400	179.3981481
"2016-10-16"	0	17	9.4	24.6	400	260.4166667
"2016-10-17"	0	17.9	10.8	25	400	297.4537037
"2016-10-18"	0	16.55	8	25.1	400	297.4537037
"2016-10-19"	0	16.6	8.8	24.4	400	241.8981481
"2016-10-20"	0	19	10.4	27.6	400	302.0833333
"2016-10-21"	0	24.35	14.8	33.9	400	309.0277778
"2016-10-22"	0.6	16.6	13.8	19.4	400	37.03703704
"2016-10-23"	0.2	14.4	7	21.8	400	276.6203704
"2016-10-24"	0	14.45	6.8	22.1	400	304.3981481
"2016-10-25"	0	14.55	6.7	22.4	400	324.0740741
"2016-10-26"	0	17.05	8.1	26	400	327.5462963
"2016-10-27"	0	20.35	10.4	30.3	400	331.0185185
"2016-10-28"	0	24.65	13.8	35.5	400	255.787037
"2016-10-29"	0.6	19	10.6	27.4	400	328.7037037
"2016-10-30"	0	16.7	11.2	22.2	400	267.3611111
"2016-10-31"	0.2	13.45	10.8	16.1	400	43.98148148
"2016-11-01"	3.4	14.25	10.6	17.9	400	34.72222222
"2016-11-02"	0	18.25	11.6	24.9	400	256.9444444
"2016-11-03"	0	16.6	9.3	23.9	400	181.712963
"2016-11-04"	8.4	14.8	12.5	17.1	400	209.4907407
"2016-11-05"	12	12.4	7.1	17.7	400	218.75
"2016-11-06"	0.2	15.95	9.6	22.3	400	239.5833333
"2016-11-07"	0	16.55	9.9	23.2	400	262.7314815
"2016-11-08"	0	16.15	7	25.3	400	339.1203704
"2016-11-09"	0	21.05	10.4	31.7	400	347.2222222
"2016-11-10"	0	18.75	10.1	27.4	400	349.537037
"2016-11-11"	0	15.25	8.1	22.4	400	334.4907407
"2016-11-12"	0	17.4	8.2	26.6	400	329.8611111
"2016-11-13"	0	20.55	10	31.1	400	296.2962963
"2016-11-14"	0	21.1	13	29.2	400	291.6666667
"2016-11-15"	0	20.15	11.1	29.2	400	353.0092593
"2016-11-16"	0	21.35	11.4	31.3	400	358.7962963
"2016-11-17"	0	24.5	14.5	34.5	400	361.1111111
"2016-11-18"	0	24.55	14.5	34.6	400	331.0185185
"2016-11-19"	0	19.55	11.2	27.9	400	364.5833333
"2016-11-20"	0	19.4	9.6	29.2	400	365.7407407
"2016-11-21"	0	23.15	13.1	33.2	400	306.712963
"2016-11-22"	0	26.75	19.2	34.3	400	300.9259259
"2016-11-23"	0	22.75	17.4	28.1	400	284.7222222
"2016-11-24"	0	22.55	15.2	29.9	400	193.287037
"2016-11-25"	0.4	20.7	14.1	27.3	400	317.1296296
"2016-11-26"	0	21.7	13.1	30.3	400	329.8611111
"2016-11-27"	0	24	16.4	31.6	400	361.1111111
"2016-11-28"	1.6	16.2	13.4	19	400	138.8888889
"2016-11-29"	11	13.55	9.1	18	400	288.1944444
"2016-11-30"	1.2	14.75	9.6	19.9	400	253.4722222
"2016-12-01"	0	15.85	7.3	24.4	400	375
"2016-12-02"	0	19.15	11	27.3	400	333.3333333
"2016-12-03"	0	21.1	12	30.2	400	384.2592593
"2016-12-04"	0	24.2	13.8	34.6	400	343.75
"2016-12-05"	0	24.7	21.1	28.3	400	123.8425926
"2016-12-06"	0.8	22.2	16.8	27.6	400	276.6203704
"2016-12-07"	0	18.15	12.1	24.2	400	290.5092593
"2016-12-08"	0	16.75	6.9	26.6	400	385.4166667
"2016-12-09"	0	22.35	12.1	32.6	400	378.4722222
"2016-12-10"	0	27.2	20	34.4	400	356.4814815
"2016-12-11"	0	27.8	22.2	33.4	400	266.2037037
"2016-12-12"	0.8	23.35	17.4	29.3	400	224.537037
"2016-12-13"	6.8	18.3	14.8	21.8	400	82.17592593
"2016-12-14"	0	20.2	14.4	26	400	274.3055556
"2016-12-15"	0	20.95	12.1	29.8	400	385.4166667
"2016-12-16"	0	23.45	14.4	32.5	400	318.287037
"2016-12-17"	0	22.6	12.9	32.3	400	387.7314815
"2016-12-18"	0	23.2	16.4	30	400	346.0648148
"2016-12-19"	0	20.25	10.6	29.9	400	390.0462963
"2016-12-20"	0	24.1	13.2	35	400	393.5185185
"2016-12-21"	0	27.85	18.1	37.6	400	378.4722222
"2016-12-22"	0	24.3	18.1	30.5	400	383.1018519
"2016-12-23"	0	22.05	13.7	30.4	400	373.8425926
"2016-12-24"	0	23.8	14.9	32.7	400	394.6759259
"2016-12-25"	0	28.25	17.5	39	400	381.9444444
"2016-12-26"	0	29.25	21	37.5	400	393.5185185
"2016-12-27"	0	26.45	16.7	36.2	400	373.8425926
"2016-12-28"	0	30.7	22.8	38.6	400	284.7222222
"2016-12-29"	5.6	30	21	39	400	392.3611111
"2016-12-30"	0	31.3	22.6	40	400	392.3611111
"2016-12-31"	0	31.15	21.7	40.6	400	387.7314815
"2017-01-01"	0	19.1	13.5	25.3	400	285.4
"2017-01-02"	0	18.4	11.9	25.7	400	377.1
"2017-01-03"	0	18.6	10.6	26	400	393.9
"2017-01-04"	0	19.4	10.9	27.4	400	392.3
"2017-01-05"	0	20.3	11.9	28.2	400	389.7
"2017-01-06"	0	26.9	14.6	38.1	400	374.5
"2017-01-07"	0	27.4	18.4	34.2	400	387.2
"2017-01-08"	0	22.5	15.2	30.8	400	357.2
"2017-01-09"	0	24.3	15.3	32.9	400	387.6
"2017-01-10"	0	24.8	14.4	34.4	400	382.4
"2017-01-11"	0	28.7	17	38.4	400	382.8
"2017-01-12"	0	32.7	23.7	43	400	384.3
"2017-01-13"	0	24.2	17.7	32.6	400	359
"2017-01-14"	0	20.4	12.4	28.4	400	382.3
"2017-01-15"	0.02	20.6	13.6	28.6	400	374.3
"2017-01-16"	0	19.2	13.4	25.3	400	369
"2017-01-17"	0.06	21	11.2	29.6	400	379.7
"2017-01-18"	0	25.5	15.2	34.6	400	384.5
"2017-01-19"	0	26.2	16.8	35.2	400	381.2
"2017-01-20"	0.1	23.2	15.1	32.4	400	376.8
"2017-01-21"	0	24.2	15.3	33.6	400	372.5
"2017-01-22"	0	25.4	17.8	32.8	400	343.9
"2017-01-23"	0	24.1	18.7	30.6	400	327.5
"2017-01-24"	0.09	23	19.5	27.8	400	200.1
"2017-01-25"	0	26	20.7	32.8	400	233.5
"2017-01-26"	0	27.3	21	34.8	400	386.2
"2017-01-27"	0	22.5	16.7	28.8	400	365.5
"2017-01-28"	0	19.3	12.9	26.7	400	381.2
"2017-01-29"	0	22.4	12.3	31.8	400	376.8
"2017-01-30"	0	28.5	18.5	37.8	400	345.6
"2017-01-31"	0	27.7	21.3	35.7	400	273
"2017-02-01"	0	23.8	17.5	31.8	400	363.6
"2017-02-02"	0.03	20.3	14.1	26.9	400	358.9
"2017-02-03"	0	20.6	13.1	29	400	365.1
"2017-02-04"	0	25.6	17.2	34.8	400	362.5
"2017-02-05"	0	28.8	19.3	37.8	400	323.2
"2017-02-06"	0.01	23.2	17.5	30.9	400	339.6
"2017-02-07"	0	21.7	14.6	30	400	328.7
"2017-02-08"	0	18.3	10.6	26.1	400	367.6
"2017-02-09"	0	19.8	10.3	28.1	400	371.9
"2017-02-10"	0.01	24	15.3	33.9	400	359.9
"2017-02-11"	0.12	20.1	14.9	27.7	400	345.6
"2017-02-12"	0.01	20.8	16.7	26.9	400	161.8
"2017-02-13"	0	22.1	17.4	29.6	400	307.8
"2017-02-14"	0	23.3	14.6	32.1	400	299.7
"2017-02-15"	0	24.9	15.9	34.8	400	352.7
"2017-02-16"	0.01	25	18.2	32.2	400	275.8
"2017-02-17"	0.01	22.2	14.8	29.7	400	348.6
"2017-02-18"	0	21.2	13.1	29.3	400	358.9
"2017-02-19"	0	21.8	12.8	30.5	400	356.6
"2017-02-20"	0	23	15.1	30.6	400	308.5
"2017-02-21"	0	21.9	14.7	27.7	400	339.7
"2017-02-22"	0	23.8	18.3	29.6	400	321.8
"2017-02-23"	0	26.4	18.9	33.6	400	343
"2017-02-24"	0	27	18.4	36	400	341.8
"2017-02-25"	0.06	20.2	14.3	26.8	400	322.8
"2017-02-26"	0	18.4	11.5	25.2	400	340.1
"2017-02-27"	0	21.3	12.1	29.8	400	341.4
"2017-02-28"	0	25.1	17.8	31.6	400	340.2
"2017-03-01"	0	26.6	18.9	33.7	400	338.2
"2017-03-02"	0	28.3	20.5	36	400	330.4
"2017-03-03"	0	24	15.9	33.4	400	285.4
"2017-03-04"	0	20.4	15.4	27.3	400	328.6
"2017-03-05"	0	19.2	12	27.2	400	313.4
"2017-03-06"	0	22	12.5	30.8	400	309.3
"2017-03-07"	0	26.3	18.3	35.7	400	306.5
"2017-03-08"	0	21.6	17.4	26.1	400	288.5
"2017-03-09"	0	18.4	11.6	24.5	400	318.8
"2017-03-10"	0	19.7	11.7	27.5	400	316.5
"2017-03-11"	0	20.6	12.1	28.3	400	308.3
"2017-03-12"	0	24.3	14.8	32.9	400	253.7
"2017-03-13"	0.05	25.5	18.5	30.4	400	121.6
"2017-03-14"	0	17.5	11.4	24.1	400	270.4
"2017-03-15"	0	16.6	9.9	23.3	400	297.8
"2017-03-16"	0	19.6	12	28	400	294.5
"2017-03-17"	0.03	21	14.1	28.3	400	292.5
"2017-03-18"	0	21.7	15.1	30	400	286.8
"2017-03-19"	0	22.4	13.9	30.8	400	287.6
"2017-03-20"	0	19.5	14.9	26.5	400	270.5
"2017-03-21"	14.15	16.5	13.5	20.5	400	150.1
"2017-03-22"	0.11	19.4	15.3	24.5	400	204.2
"2017-03-23"	0	21.4	16	27.8	400	264.4
"2017-03-24"	0	24.6	18.7	32.6	400	269.7
"2017-03-25"	0	23.6	19.4	29.8	400	164.9
"2017-03-26"	0.16	22.7	17.7	30	400	145.5
"2017-03-27"	0	21.2	16.5	26.9	400	269.2
"2017-03-28"	0	21.5	13.7	29.6	400	273.5
"2017-03-29"	3.7	18.9	12.6	23.2	400	107.8
"2017-03-30"	0.02	14.5	10.9	18	400	75.2
