"Date"	"Prec[mm]"	"MeanTemp[degC]"	"MinTemp[degC]"	"MaxTemp[degC]"	"AmbientCO2[ppmv]"	"Radiation[Wm-2]"
"2014-09-05"	0.18	11	5.9	16.7	400	219
"2014-09-06"	0	13.9	7.2	20.8	400	215.9
"2014-09-07"	0.03	16	12.9	20.8	400	133.5
"2014-09-08"	0.03	16.6	13.5	20.8	400	157.6
"2014-09-09"	0	16.1	12.7	21.4	400	205.6
"2014-09-10"	0.02	13.3	10.9	16.7	400	99.3
"2014-09-11"	0	13.5	10.2	18.9	400	174.8
"2014-09-12"	0.01	11.6	7.2	15.3	400	230.3
"2014-09-13"	0.01	10.6	4.2	16.4	400	241.2
"2014-09-14"	0	14.8	8.3	21	400	211
"2014-09-15"	0	15.9	10.4	21.8	400	182.6
"2014-09-16"	0.07	17	11.7	24.4	400	213.4
"2014-09-17"	0	15.6	11.1	21.6	400	215.4
"2014-09-18"	0.02	15.6	9.4	22.1	400	221.9
"2014-09-19"	0.02	16.8	12.3	23.6	400	217.3
"2014-09-20"	1.81	15.1	11.8	18.4	400	155.6
"2014-09-21"	5.47	15.2	11.3	18.4	400	111
"2014-09-22"	15.04	11.3	9.6	14.5	400	129.2
"2014-09-23"	0.19	10.1	6.8	14.2	400	171.4
"2014-09-24"	5.84	9.4	7.3	13	400	110.5
"2014-09-25"	0.77	9	7.1	12.2	400	83.9
"2014-09-26"	1.25	9.7	7.1	13.9	400	177.2
"2014-09-27"	0.16	8.4	4.6	12.3	400	150.3
"2014-09-28"	2.62	9.5	6.7	12.7	400	126.5
"2014-09-29"	0	10.1	5.4	14.2	400	195.4
"2014-09-30"	0	11.3	7	16.7	400	206.1
"2014-10-01"	0.03	14.1	7.8	20.5	400	247.4
"2014-10-02"	0.03	16.8	9.5	24.1	400	266.6
"2014-10-03"	0	10.7	6.7	14.5	400	198.1
"2014-10-04"	0	8.8	4.3	13.4	400	178.1
"2014-10-05"	0	11.3	5.7	17.2	400	253.2
"2014-10-06"	0	12.5	7	20.2	400	240.6
"2014-10-07"	0	8.9	5.2	13	400	185.5
"2014-10-08"	0	10.8	6.2	15.5	400	187.3
"2014-10-09"	0.02	13.4	6.4	20.8	400	280.6
"2014-10-10"	1.24	11.3	7.2	16.7	400	184.1
"2014-10-11"	0	11.5	6.1	17.8	400	288
"2014-10-12"	0	13.9	6.8	21.3	400	280.4
"2014-10-13"	0.77	18.9	8.6	28.5	400	280.3
"2014-10-14"	0	19.6	14.9	25.1	400	219.9
"2014-10-15"	0.02	19.5	11	27.4	400	262.4
"2014-10-16"	3.83	14.6	11.5	18.5	400	191.7
"2014-10-17"	0.43	13.3	9.7	16.7	400	168.8
"2014-10-18"	0	11.4	7	16.6	400	199.7
"2014-10-19"	0	13.5	5.8	20.9	400	290.1
"2014-10-20"	0	17.7	9.5	25.4	400	297
"2014-10-21"	2.31	19.7	10.8	28	400	192.4
"2014-10-22"	10.11	19	15.4	24.7	400	213.1
"2014-10-23"	0.02	18	13.4	24	400	227.7
"2014-10-24"	0	16.2	11.4	22.4	400	254.1
"2014-10-25"	0.32	15	9.2	20.4	400	241.8
"2014-10-26"	1.93	13.5	7.2	19.9	400	177.6
"2014-10-27"	0	11.6	7	16.3	400	160.1
"2014-10-28"	0.06	14.3	9.6	19.6	400	275.5
"2014-10-29"	0.01	13.9	8.3	19.9	400	307.7
"2014-10-30"	0	16.5	7.4	25.1	400	305.4
"2014-10-31"	0	19.7	10.7	28.2	400	305.8
"2014-11-01"	0	18.2	12.1	27.3	400	299.6
"2014-11-02"	0	15.2	11.6	21.4	400	255.6
"2014-11-03"	0	16.6	9.5	24.5	400	307.2
"2014-11-04"	0	18.2	10	26.2	400	314.4
"2014-11-05"	0	18	10	25.7	400	308.9
"2014-11-06"	0	19.3	10.4	27.8	400	315.6
"2014-11-07"	0.01	22.9	12.5	31.8	400	315.8
"2014-11-08"	1.77	24.5	17.9	32.1	400	290
"2014-11-09"	8.12	22	17.5	29.1	400	244.9
"2014-11-10"	0	24.8	16.4	32.8	400	301
"2014-11-11"	0	26.1	17.5	34.6	400	242
"2014-11-12"	1.62	23.1	18	29.5	400	235.6
"2014-11-13"	0	18.9	12.7	25.3	400	292.2
"2014-11-14"	0	17.3	12.2	24.4	400	281.3
"2014-11-15"	0	17.9	8.7	26.7	400	308.5
"2014-11-16"	6.08	23.5	16.4	32.6	400	217.8
"2014-11-17"	11.04	19.8	15.4	24.9	400	191.4
"2014-11-18"	3.32	17.8	14.1	24	400	235.7
"2014-11-19"	0	18.4	13.2	26	400	224.6
"2014-11-20"	0	17.4	11.4	24.2	400	295.1
"2014-11-21"	0	17.3	12.8	22.9	400	261
"2014-11-22"	0	17.4	8.7	25.4	400	309.3
"2014-11-23"	0	19.4	9.5	28.2	400	299.9
"2014-11-24"	0	22.1	12.4	31.6	400	257.6
"2014-11-25"	0	20.9	12.7	29.3	400	297.4
"2014-11-26"	0	21	13.6	29.2	400	281.5
"2014-11-27"	0	21.3	14.3	28.9	400	235.8
"2014-11-28"	0	17.6	12.6	24	400	216.9
"2014-11-29"	0	16	9.5	22.3	400	264.9
"2014-11-30"	0	15.5	11.2	20.9	400	222.4
"2014-12-01"	0	17.1	8.3	24.4	400	301.2
"2014-12-02"	0	21.6	11.5	30	400	300.1
"2014-12-03"	0.11	24.2	15.4	31.5	400	206.8
"2014-12-04"	4.16	18.9	16.9	20.7	400	65
"2014-12-05"	0	20.3	14.3	26.8	400	286
"2014-12-06"	0	18.2	12.5	25.1	400	297.4
"2014-12-07"	0	17.9	9.8	25.6	400	302.6
"2014-12-08"	0	21.2	11	30.6	400	277.5
"2014-12-09"	0	25.6	16.6	34.3	400	251.3
"2014-12-10"	0.35	28.2	21.6	35	400	265.2
"2014-12-11"	0.42	28	21.7	36.3	400	228.8
"2014-12-12"	0	22.8	16.7	29.3	400	260.4
"2014-12-13"	0.01	18.8	12.1	24.9	400	281.7
"2014-12-14"	0	20	12.1	28.5	400	298.5
"2014-12-15"	0	22.4	13.1	31	400	286
"2014-12-16"	0	21.1	13.2	32	400	281
"2014-12-17"	12.83	14.2	10.3	18.3	400	189.6
"2014-12-18"	5.92	13.9	9.5	18.1	400	168.5
"2014-12-19"	0	16.5	10.9	22.6	400	298.9
"2014-12-20"	0	19.6	10.8	27.8	400	301.7
"2014-12-21"	0	24.5	14.1	34.2	400	301.2
"2014-12-22"	0	23.9	14.7	33.7	400	300.7
"2014-12-23"	0	20.6	13.5	28.4	400	287.1
"2014-12-24"	0	22.6	12.5	31.3	400	296.5
"2014-12-25"	0	25.6	16.7	35.2	400	295.4
"2014-12-26"	0	21.9	16	28.5	400	297.8
"2014-12-27"	0.24	20.4	14.8	26.6	400	257.4
"2014-12-28"	0	19.7	12.1	27.1	400	297.4
"2014-12-29"	0	20.3	11.5	28	400	301.8
"2014-12-30"	0	22.7	12.8	32.3	400	299.9
"2014-12-31"	0	23.7	13.7	33.1	400	297
"2015-01-01"	0	21.5	12.8	31.1	400	367.7
"2015-01-02"	0	20.2	14.2	25.8	400	229.6
"2015-01-03"	0	19.4	11.1	27.6	400	377.4
"2015-01-04"	0	24	12.2	34.5	400	369.5
"2015-01-05"	0.41	29.6	19.2	40.6	400	332.4
"2015-01-06"	1.49	31.2	21.2	38.8	400	322.6
"2015-01-07"	2.25	20.3	15.1	27.2	400	329.5
"2015-01-08"	0	17.9	11.3	26.1	400	376.7
"2015-01-09"	0	17.4	12.6	24	400	328
"2015-01-10"	0	19.1	12.6	25.5	400	358.7
"2015-01-11"	0	20.5	11.9	28.5	400	373.5
"2015-01-12"	0	24.3	15.5	32.5	400	373.7
"2015-01-13"	0	27.3	16.6	37.8	400	340.4
"2015-01-14"	0	24.1	15.5	33.8	400	369.8
"2015-01-15"	0	21.8	16.5	29.4	400	311
"2015-01-16"	0	22	12.2	30.5	400	381
"2015-01-17"	0	25.4	13.6	35.4	400	370
"2015-01-18"	0	26.5	17.7	35.3	400	370.4
"2015-01-19"	0	22.9	15.3	32	400	360
"2015-01-20"	0	28.6	16	39.5	400	366.9
"2015-01-21"	0	31.5	22.4	39.2	400	333.4
"2015-01-22"	0.13	23.4	17.3	30.7	400	335.7
"2015-01-23"	0	22.1	12.7	30.5	400	375.3
"2015-01-24"	0	20.1	11.4	27.7	400	344.7
"2015-01-25"	0	20.1	12.9	28.6	400	372.5
"2015-01-26"	0	22.1	12.5	31.4	400	367.8
"2015-01-27"	0	26.6	15.8	36.4	400	363.4
"2015-01-28"	0.2	29.3	23.2	37.7	400	337.1
"2015-01-29"	3.34	28	21.6	34.9	400	233
"2015-01-30"	0	26.7	18.4	33	400	179.4
"2015-01-31"	0	21.5	15.3	27.8	400	263.6
"2015-02-01"	0	22.6	16	28.7	400	245.4
"2015-02-02"	0.01	26.8	20.2	33.3	400	258.7
"2015-02-03"	9.74	26.8	20.2	35.7	400	245.9
"2015-02-04"	0	27.7	21.6	34.6	400	334.5
"2015-02-05"	0	25.9	19.5	34.9	400	312.8
"2015-02-06"	0	22.9	15.4	30.8	400	330.4
"2015-02-07"	0	22.3	14.5	31.4	400	349.7
"2015-02-08"	0	27.4	16.5	39.3	400	341.3
"2015-02-09"	0	30.3	22.2	38.3	400	331.5
"2015-02-10"	0	27.2	17.7	38	400	343.7
"2015-02-11"	0	24	16.2	33.1	400	342
"2015-02-12"	0.04	24.2	17	30.9	400	183.8
"2015-02-13"	0	23.8	16.9	32.6	400	210.3
"2015-02-14"	0	19.3	14.2	25.1	400	338.7
"2015-02-15"	0	18.8	9.8	27.4	400	355
"2015-02-16"	0	22.7	12.7	32.3	400	307.3
"2015-02-17"	0	26.4	17.6	33.4	400	208.3
"2015-02-18"	0	27.9	19.8	36	400	254.2
"2015-02-19"	0	24.6	17.3	31.4	400	335.6
"2015-02-20"	0.02	22.1	14.3	29.7	400	281.9
"2015-02-21"	0	21	15	27.9	400	332.8
"2015-02-22"	0	19.7	14	25.4	400	321
"2015-02-23"	0	20.3	11.4	29.2	400	329.6
"2015-02-24"	12.9	25.7	17	39.3	400	281.1
"2015-02-25"	0.65	28.6	22.5	37.1	400	248.9
"2015-02-26"	0	26	17.7	35.1	400	298
"2015-02-27"	0	23.4	19.1	27.3	400	263.8
"2015-02-28"	0	19.9	13.7	26.1	400	297.9
"2015-03-01"	0	19.8	12.5	29.8	400	182.9
"2015-03-02"	0.53	17.4	15.2	21.2	400	157.6
"2015-03-03"	0	20	14.8	26.8	400	276.3
"2015-03-04"	0	20.6	13.6	28.1	400	308.2
"2015-03-05"	0	20.6	13.5	27.6	400	312.9
"2015-03-06"	0	21.8	13.8	29	400	309.4
"2015-03-07"	0	21.6	13.8	29.2	400	304.8
"2015-03-08"	0	21.4	13.3	28.3	400	305.6
"2015-03-09"	0	22.3	13.8	30.1	400	304.3
"2015-03-10"	0.15	22.4	13.8	31.1	400	303.8
"2015-03-11"	0	22.8	14.5	31.3	400	297.1
"2015-03-12"	0	26.9	17.7	36.1	400	288.6
"2015-03-13"	2.86	27.7	20.2	35	400	120.6
"2015-03-14"	7.74	21.8	19.4	30.2	400	99.2
"2015-03-15"	3.33	20.8	17.2	24.3	400	234.4
"2015-03-16"	0	19.6	15.8	24.8	400	223
"2015-03-17"	0	20.1	15.8	26.7	400	243.7
"2015-03-18"	0.36	19.1	15.2	23.1	400	209.1
"2015-03-19"	0	17.4	13.4	22.7	400	253.7
"2015-03-20"	0	19.7	11.8	27.5	400	278.6
"2015-03-21"	0	20.1	15.5	27.6	400	214.6
"2015-03-22"	0	15.2	10.5	19.5	400	210.5
"2015-03-23"	0	13.7	7.4	19.6	400	277.7
"2015-03-24"	0	16.1	9.4	23.4	400	274.1
"2015-03-25"	0	16.7	10.2	23.2	400	263.2
"2015-03-26"	0.13	18.9	11.4	26.3	400	254.2
"2015-03-27"	6.98	17.4	14.8	22.2	400	172.5
"2015-03-28"	0.02	19	12.7	25.1	400	264.1
"2015-03-29"	0.2	21	13.8	28.2	400	260.3
"2015-03-30"	0.18	22.9	18.2	28.8	400	165.2
"2015-03-31"	0.07	19.5	14.1	24.3	400	225.9
"2015-04-01"	0.26	16.4	11.4	21.6	400	198.6
"2015-04-02"	0	16.8	11.1	22.9	400	210.2
"2015-04-03"	0.17	19.7	14.1	25.5	400	230.8
"2015-04-04"	0.11	20.1	14.6	26.2	400	162.9
"2015-04-05"	1.07	18.1	13.3	24.3	400	242.7
"2015-04-06"	0.34	17	13.3	20.5	400	128.2
"2015-04-07"	4.41	15.3	12.8	18.3	400	62.6
"2015-04-08"	2.91	15.9	13.1	19.3	400	60.6
"2015-04-09"	15.77	17.6	15.2	18.7	400	33
"2015-04-10"	0.14	19.7	15.9	23.4	400	151.2
"2015-04-11"	0.04	16.9	14.7	20.1	400	177.7
"2015-04-12"	0	16.4	14.7	20.3	400	144.6
"2015-04-13"	0.05	15.6	13.8	19.6	400	115.6
"2015-04-14"	1.4	14.6	11.8	19.5	400	138.5
"2015-04-15"	0.04	13.1	9	17.9	400	206.9
"2015-04-16"	0	13.1	8.5	18.4	400	225.9
"2015-04-17"	0.13	15.4	9.6	21.8	400	221.6
"2015-04-18"	0.06	15.8	10.8	22.1	400	218.4
"2015-04-19"	0	17	11.7	23.4	400	217.2
"2015-04-20"	0.04	17.4	11.9	23.4	400	218.3
"2015-04-21"	0.21	18	12.2	23.9	400	219.8
"2015-04-22"	0.08	18.6	11.9	24.7	400	214.7
"2015-04-23"	0.14	14.7	11.1	20	400	170.7
"2015-04-24"	0	11.9	7.5	16.3	400	175.9
"2015-04-25"	0	12.7	7.8	17.8	400	191.3
"2015-04-26"	0	14	8.8	19.9	400	208.1
"2015-04-27"	0.02	15	10.2	20.4	400	205.6
"2015-04-28"	0	16.5	11.4	21.8	400	157.7
"2015-04-29"	0.09	17.5	13	22.5	400	87.1
"2015-04-30"	0.46	19.7	16	26.5	400	155.3
"2015-05-01"	0.02	13.9	9.4	17.6	400	200.3
"2015-05-02"	0.06	13.5	7.8	19.5	400	176.3
"2015-05-03"	6.03	14.1	10.4	19.3	400	162.9
"2015-05-04"	0	9.5	5.9	13.9	400	154.5
"2015-05-05"	0.06	10.6	6.5	15.1	400	137.8
"2015-05-06"	0.16	12.3	8.5	17.8	400	164.8
"2015-05-07"	0	12.7	8.3	18.9	400	164.8
"2015-05-08"	0.02	14	8.9	20.1	400	184.9
"2015-05-09"	0	13.5	9.2	19	400	143.5
"2015-05-10"	0	15	10.3	20.3	400	168.2
"2015-05-11"	0	14.4	11.2	19.1	400	103.6
"2015-05-12"	0	13.4	9.5	18.9	400	174.3
"2015-05-13"	0	13.5	9	18.4	400	171
"2015-05-14"	0	15	8.7	21.9	400	171.9
"2015-05-15"	0	16.3	10.2	21.8	400	127.7
"2015-05-16"	11.97	13.1	9.6	17.2	400	22.6
"2015-05-17"	27.35	11.9	10.2	14.8	400	38
"2015-05-18"	0	13	10.4	17.6	400	120.4
"2015-05-19"	0.06	9.6	7.1	12.2	400	64.8
"2015-05-20"	0	8.6	4.9	12.7	400	100.7
"2015-05-21"	0	10.3	6.9	14.7	400	144.4
"2015-05-22"	0.25	12.2	8.1	17.3	400	140.3
"2015-05-23"	0	14	10.6	19	400	126.7
"2015-05-24"	0.19	13	10.1	16.9	400	102.8
"2015-05-25"	0.11	13.4	9.3	18.3	400	145.3
"2015-05-26"	0	12.5	8.8	16.3	400	108.5
"2015-05-27"	0	10.6	7.7	13.6	400	140.6
"2015-05-28"	0	11	7.6	14.6	400	115.4
"2015-05-29"	0.02	10.5	5.7	16.2	400	159.4
"2015-05-30"	0.16	12.4	7.2	17.9	400	154
"2015-05-31"	0	13.9	8.5	18.8	400	145.5
"2015-06-01"	0.06	12.9	8.2	17.4	400	118.4
"2015-06-02"	1.33	12.6	9	17.3	400	85
"2015-06-03"	0.07	15.3	12.7	19.2	400	92.7
"2015-06-04"	0	15.5	12.7	20.4	400	112.6
"2015-06-05"	0.02	15.8	12.1	20.8	400	143.2
"2015-06-06"	0	14.3	11.8	18.9	400	85.5
"2015-06-07"	0.01	13.7	11.3	17.5	400	88
"2015-06-08"	0.04	12.2	9.6	16.4	400	101.9
"2015-06-09"	0.11	12.3	8.2	17.7	400	122.2
"2015-06-10"	0	13.5	8.4	19.4	400	150.4
"2015-06-11"	0.05	15.1	9.1	21.3	400	148.1
"2015-06-12"	0	14.9	10.2	19	400	131.5
"2015-06-13"	0.06	10.9	7.7	14.9	400	117.4
"2015-06-14"	0.03	9.8	5.3	14.8	400	110.2
"2015-06-15"	0.01	10.5	5.3	16.2	400	109.5
"2015-06-16"	0	12.3	8.1	16.9	400	121.2
"2015-06-17"	1.81	11.2	10	13.7	400	42.2
"2015-06-18"	7.76	12.7	10.4	15.6	400	39.5
"2015-06-19"	0.56	16	13.1	19.4	400	89
"2015-06-20"	0.34	15.8	14.4	18.8	400	77.4
"2015-06-21"	15.6	11.4	6.6	14.7	400	70
"2015-06-22"	0.01	8.8	6.1	11.4	400	112.9
"2015-06-23"	0	7.9	4.3	12	400	143.5
"2015-06-24"	0	9.9	5.7	14.5	400	146.5
"2015-06-25"	0	11	6.1	15.6	400	151.1
"2015-06-26"	0	11.4	8.9	14.7	400	65.4
"2015-06-27"	0	10.2	8	13.8	400	93.3
"2015-06-28"	0	10.7	7	15.4	400	142.8
"2015-06-29"	0	12.3	7.5	17.8	400	148.8
"2015-06-30"	0.08	13.8	8.5	18.8	400	119.5
"2015-07-01"	0.04	14.5	11.7	17	400	82.8
"2015-07-02"	1.04	13.5	11.4	15.6	400	45.7
"2015-07-03"	0.1	14	11.2	18.2	400	85.1
"2015-07-04"	0	13.1	10.7	17.5	400	76.4
"2015-07-05"	0.16	11.8	8.5	14.6	400	56
"2015-07-06"	0	11.7	7.8	15.2	400	123.6
"2015-07-07"	0.46	12.4	10.1	14.5	400	42.4
"2015-07-08"	0.02	7.9	4	10.9	400	123.6
"2015-07-09"	0	6.7	2.6	10.6	400	141.5
"2015-07-10"	0	9.7	7	13	400	81.7
"2015-07-11"	0	8.9	6.3	12.3	400	145.3
"2015-07-12"	0	8.4	4.7	12.2	400	155.8
"2015-07-13"	0	8.6	4.6	13.2	400	142
"2015-07-14"	0	9.1	5.9	13.3	400	115.9
"2015-07-15"	0	9	6.4	11.9	400	96.9
"2015-07-16"	0	8.7	4.1	13.9	400	159.2
"2015-07-17"	0.01	11.3	5.4	16.9	400	100.3
"2015-07-18"	0.05	13	8.7	16.6	400	90.4
"2015-07-19"	1.89	12.9	10.4	15.9	400	65
"2015-07-20"	25.34	12.7	8.4	16.3	400	139.9
"2015-07-21"	0.49	8.8	5.7	12.5	400	143.8
"2015-07-22"	0.05	10	6.6	14.6	400	110.5
"2015-07-23"	0.34	9.8	7	12.8	400	144.9
"2015-07-24"	0	9.4	6	13.7	400	168.1
"2015-07-25"	0	10.6	7.7	13.7	400	156.1
"2015-07-26"	0	9.3	6.3	13	400	117
"2015-07-27"	0	10.6	4.9	16.7	400	150.7
"2015-07-28"	0.85	10.5	9.4	11.5	400	22.1
"2015-07-29"	0	12.4	8.7	15.8	400	60.8
"2015-07-30"	1.89	14.6	12.9	16.4	400	35.1
"2015-07-31"	22.83	13.7	9.3	15.8	400	55.3
"2015-08-01"	0.18	9.7	8.4	11.6	400	83.3
"2015-08-02"	0.21	9.6	7	12.1	400	162.2
"2015-08-03"	0.01	9.8	6.3	13.3	400	154.6
"2015-08-04"	0.03	10.2	6.9	13.9	400	157.8
"2015-08-05"	0	9.6	7.9	13	400	100.2
"2015-08-06"	0.13	9.8	5.8	14.1	400	111
"2015-08-07"	3.69	11	9.2	13.6	400	69
"2015-08-08"	12.73	8.2	3.9	10.8	400	70.3
"2015-08-09"	0.12	6.5	2.7	10.9	400	156.9
"2015-08-10"	0.33	9.9	5.4	15	400	127.6
"2015-08-11"	0	10.4	7.2	13.6	400	118.2
"2015-08-12"	0	10.2	7.8	12.2	400	71.5
"2015-08-13"	0.03	11.9	10	14.5	400	91.8
"2015-08-14"	0.04	12.8	8.2	17.8	400	197.2
"2015-08-15"	0	16.1	10.7	21.6	400	200.9
"2015-08-16"	0.01	17.4	13.3	23.4	400	185.2
"2015-08-17"	9.71	15.5	12.6	19.2	400	138.2
"2015-08-18"	0	13.2	11.2	16.7	400	147.7
"2015-08-19"	7.49	11.4	8.2	16.8	400	157.6
"2015-08-20"	0.22	11.1	8	14.8	400	150.3
"2015-08-21"	5.31	8.9	6.5	12.5	400	76.7
"2015-08-22"	0.04	8.8	5.4	13.3	400	163
"2015-08-23"	1.08	9.1	5.1	13.5	400	154.5
"2015-08-24"	0.02	9.9	7.3	13.3	400	158.7
"2015-08-25"	0	8.9	5.8	13.9	400	149
"2015-08-26"	0.03	11.4	6.8	16.6	400	163.9
"2015-08-27"	0	13.9	8.4	19.7	400	220
"2015-08-28"	0.15	13.4	9.9	18.2	400	141.8
"2015-08-29"	3.05	13.7	10.8	18.7	400	141.6
"2015-08-30"	0.81	11.8	8.2	15.4	400	159.1
"2015-08-31"	4.69	9.3	5.5	13.6	400	131.4
"2015-09-01"	0.09	6.7	3.1	10.9	400	182.2
"2015-09-02"	0	7.6	3.4	11.4	400	136.5
"2015-09-03"	0	10.5	4.6	16.2	400	228.7
"2015-09-04"	0.27	13.2	8.3	17.7	400	212.8
"2015-09-05"	0.01	12.1	6.9	15.9	400	202.3
"2015-09-06"	0	9.8	5.5	14.6	400	234
"2015-09-07"	0	12.9	6.4	18.9	400	241.4
"2015-09-08"	0.03	16.3	10.2	22.3	400	238.6
"2015-09-09"	0	18.9	11.2	27.1	400	244.9
"2015-09-10"	5.14	15	9.9	20.5	400	99.6
"2015-09-11"	0.05	13.1	7.7	18.7	400	191.9
"2015-09-12"	1.95	10.5	5.7	12.9	400	139.5
"2015-09-13"	0	9.6	5.6	14.6	400	194.1
"2015-09-14"	0.05	10.7	6.3	16.1	400	224.8
"2015-09-15"	0	8	4.3	12.3	400	193.6
"2015-09-16"	0	9.9	4.6	15.7	400	266.8
"2015-09-17"	0.04	14	4.9	21.6	400	267.1
"2015-09-18"	0.08	17.5	10.2	26.4	400	242.5
"2015-09-19"	0	10.9	5.6	14.5	400	179.1
"2015-09-20"	0	9.5	3.3	15.9	400	270.3
"2015-09-21"	0.04	11.4	5.4	18	400	264.5
"2015-09-22"	0	14.5	7.7	21.2	400	270.2
"2015-09-23"	0.01	18.2	11.1	25.5	400	279.3
"2015-09-24"	0	20	13.4	28.4	400	230.7
"2015-09-25"	0	15.5	10.7	22.8	400	231.5
"2015-09-26"	0	14.5	9.3	20.7	400	265.1
"2015-09-27"	0	13.7	10.1	19.3	400	190.4
"2015-09-28"	0	16.7	8.4	26.3	400	281.6
"2015-09-29"	0.01	15.5	10.8	21.5	400	270
"2015-09-30"	0.02	16.7	10.1	24.9	400	268.1
"2015-10-01"	0.02	21	12.9	31.7	400	290.4
"2015-10-02"	0	21.4	15.3	26.9	400	189.6
"2015-10-03"	0	18.9	14.9	24.4	400	237.7
"2015-10-04"	0	17.3	12.3	24.4	400	258.6
"2015-10-05"	0.04	13.3	6.2	17.5	400	200.4
"2015-10-06"	0.02	11.1	4.5	17.6	400	306.2
"2015-10-07"	0	15.4	6.8	22.5	400	296.4
"2015-10-08"	0	21.4	14	30.5	400	308.1
"2015-10-09"	0	23.6	13.6	34	400	305.5
"2015-10-10"	10.51	23.7	19.1	31.4	400	189.6
"2015-10-11"	0	19.5	12.1	27.3	400	232
"2015-10-12"	0	22.1	13.3	32	400	265.5
"2015-10-13"	0	21.8	12.5	32.2	400	287
"2015-10-14"	0.42	14.5	11.1	19.3	400	152.9
"2015-10-15"	0	12.7	8.2	18.5	400	315.7
"2015-10-16"	0	14	6.5	21.6	400	321.7
"2015-10-17"	0	19.4	8.7	30.6	400	320.7
"2015-10-18"	2.28	15.3	11.3	20.8	400	218.8
"2015-10-19"	0	14.1	8.4	20.2	400	265.9
"2015-10-20"	0	17.7	8.6	25.7	400	325.3
"2015-10-21"	0	21.8	10.9	31.8	400	327.9
"2015-10-22"	0	21.9	14	32.8	400	266.4
"2015-10-23"	0	17	11.8	22.9	400	289.5
"2015-10-24"	0	17.2	13.7	23.1	400	189.6
"2015-10-25"	0.01	16.1	12.3	22.1	400	195.6
"2015-10-26"	0	16.8	11.8	23.6	400	237.7
"2015-10-27"	0	18.7	11.5	25	400	268.1
"2015-10-28"	10.6	19.2	14.2	25.8	400	220.8
"2015-10-29"	0	20.4	13.5	30	400	277.2
"2015-10-30"	6.29	20	13.3	28.1	400	292.4
"2015-10-31"	2.16	18.4	13.5	23.9	400	233.8
"2015-11-01"	0.82	17.3	12.8	23.9	400	187.5
"2015-11-02"	4.61	16	11.7	22.1	400	219.7
"2015-11-03"	0	17.8	11	25.4	400	347.4
"2015-11-04"	0	19.2	11	28.1	400	344.9
"2015-11-05"	0	19.1	14.2	26.3	400	283.4
"2015-11-06"	1.33	18.2	13.2	25.9	400	267.2
"2015-11-07"	0	17.3	14.1	22.4	400	195.5
"2015-11-08"	0	19.5	11.8	28.3	400	327.6
"2015-11-09"	0	19.7	15	26.9	400	321.7
"2015-11-10"	0	21	13	29.7	400	293.4
"2015-11-11"	0	23.3	14.8	32	400	351.9
"2015-11-12"	0	22.7	13.3	32	400	339.1
"2015-11-13"	0	24.1	13.8	34.3	400	354.9
"2015-11-14"	4.56	26	17	36.1	400	289
"2015-11-15"	0	25.2	18.3	33.3	400	344.2
"2015-11-16"	0	23.2	14.1	32	400	335.4
"2015-11-17"	0.01	20.5	14.1	30.1	400	296.6
"2015-11-18"	0.02	15	10.5	19.8	400	270.9
"2015-11-19"	0	14.8	8.7	20.8	400	341.3
"2015-11-20"	0	17.3	8.4	25.9	400	340.6
"2015-11-21"	0	20.8	10.9	29.7	400	336.5
"2015-11-22"	0	25.2	16.4	36.4	400	322.9
"2015-11-23"	0	25.5	17.3	33.8	400	308.4
"2015-11-24"	0	19.6	14.4	25.5	400	322
"2015-11-25"	0	17.3	11.3	24.3	400	345.9
"2015-11-26"	0	18.2	9.8	26.9	400	337.4
"2015-11-27"	0	21.7	12	32	400	346.8
"2015-11-28"	0	20.3	13.9	28.5	400	337.9
"2015-11-29"	0	19.8	12.8	27.8	400	333.9
"2015-11-30"	0	16.7	9.9	23.5	400	340.1
"2015-12-01"	0	17.2	9.2	24.2	400	347.7
"2015-12-02"	0.02	22.5	10.8	31.4	400	331.8
"2015-12-03"	1.09	24.4	17.3	31.6	400	232
"2015-12-04"	4.23	17.8	12.1	24.6	400	249.8
"2015-12-05"	35.5	11.2	9.8	12.9	400	63
"2015-12-06"	0.24	15	9.6	20.8	400	196.8
"2015-12-07"	0	16.5	12.6	22	400	333
"2015-12-08"	0	17.1	8.8	26.7	400	354.7
"2015-12-09"	0.29	19.3	12.9	26.6	400	345.5
"2015-12-10"	0.03	18.2	10.6	24.8	400	349.7
"2015-12-11"	0.2	20.3	11.2	28.4	400	361.5
"2015-12-12"	0.02	23.5	15.9	31.9	400	296.9
"2015-12-13"	0	20.9	13.7	28.3	400	344.1
"2015-12-14"	0.08	21.4	13.1	30.2	400	348.6
"2015-12-15"	0	23.9	14	35.4	400	349
"2015-12-16"	0	22.3	14.9	30.4	400	334.6
"2015-12-17"	0	21.3	15.6	28.6	400	339
"2015-12-18"	0.01	20.4	13.4	30.1	400	335.5
"2015-12-19"	0	16.8	11.6	23.3	400	353.4
"2015-12-20"	0.08	18.1	11.3	25.3	400	326.1
"2015-12-21"	0.01	23.8	13.2	34	400	337
"2015-12-22"	0.01	28	18	35.9	400	325.9
"2015-12-23"	0	28.9	22.1	36.4	400	341.2
"2015-12-24"	0	23.1	14.3	30.7	400	350.4
"2015-12-25"	0	17.6	10.5	25.1	400	349.4
"2015-12-26"	0	19.6	10	28.5	400	352.5
